rank,handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg,category_unified,category_status,_platform,_month,_year
808,dababy,KIRK,Music,,21000000.0,United States,89100.0,145100.0,Music,MAPPED,instagram,december,2022
809,taylor_hill,Taylor Hill,Art/Artists,Fashion,21500000.0,United States,94200.0,140500.0,Lifestyle,MAPPED,instagram,december,2022
810,burcuozberk,Burcu Özberk,Cinema & Actors/actresses,,9300000.0,Turkey,256899.99999999997,332600.0,Entertainment,MAPPED,instagram,december,2022
811,martingarrix,Martin Garrix,Music,,15700000.0,Mexico,136500.0,192700.0,Music,MAPPED,instagram,december,2022
812,krithi.shetty_official,Krithi Shetty,Beauty,Cinema & Actors/actresses,4300000.0,India,599300.0,708500.0,Beauty&Fashion,MAPPED,instagram,december,2022
813,chomismaterialgirl,Araya Alberta Hargate,Cinema & Actors/actresses,Lifestyle,11200000.0,Thailand,210800.0,268500.0,Entertainment,MAPPED,instagram,december,2022
814,hennessycarolina,Hennessy💋,Lifestyle,Music,7800000.0,United States,214000.0,389900.0,Lifestyle,MAPPED,instagram,december,2022
815,masonmount,Mason Mount,Lifestyle,Winter sports,5400000.0,United Kingdom,394500.0,561300.0,Lifestyle,MAPPED,instagram,december,2022
816,vickykaushal09,Vicky Kaushal,Lifestyle,Cinema & Actors/actresses,14600000.0,India,174500.0,204800.0,Lifestyle,MAPPED,instagram,december,2022
817,toniruediger,Antonio Rüdiger,Sports with a ball,,5400000.0,United Kingdom,360300.0,567800.0,Sports,MAPPED,instagram,december,2022
818,min.nicha,MINNIE,Lifestyle,Music,4800000.0,China,553400.0,630600.0,Lifestyle,MAPPED,instagram,december,2022
819,richforever,Biggest Boss Rick Ross,Music,,16600000.000000002,United States,96200.0,181400.0,Music,MAPPED,instagram,december,2022
820,angeliqueboyer,Angelique Boyer,Shows,Cinema & Actors/actresses,14500000.0,Brazil,164600.0,206700.0,Entertainment,MAPPED,instagram,december,2022
821,pokimanelol,pokimane,Lifestyle,Shows,6100000.0,United States,374700.0,493400.0,Lifestyle,MAPPED,instagram,december,2022
822,wolfiecindy,Cindy Kimberly,Modeling,Lifestyle,7000000.0,United States,259399.99999999997,431300.0,Beauty&Fashion,MAPPED,instagram,december,2022
823,klarafgcastanho,Klåra Cåstanho,Cinema & Actors/actresses,,7200000.0,Brazil,216800.0,419600.0,Entertainment,MAPPED,instagram,december,2022
824,joaogomescantor,ACREDITE 🧡,Music,Cinema & Actors/actresses,14000000.0,Brazil,78500.0,214600.0,Music,MAPPED,instagram,december,2022
825,dreamwastaken,Dream,,,3300000.0,United States,783100.0,917800.0,,,instagram,december,2022
826,nessabarrett,ness,Lifestyle,Music,7200000.0,United States,308800.0,418300.0,Lifestyle,MAPPED,instagram,december,2022
827,saweetie,,Cinema & Actors/actresses,,13000000.0,United States,98900.0,230300.0,Entertainment,MAPPED,instagram,december,2022
828,_yujin_an,안유진 AN YUJIN,Lifestyle,,3900000.0,South Korea,723700.0,766400.0,Lifestyle,MAPPED,instagram,december,2022
829,officialmahirasharma,Mahira Sharma,Lifestyle,Cinema & Actors/actresses,5800000.0,India,429300.0,521900.0,Lifestyle,MAPPED,instagram,december,2022
830,kareenakapoorkhan,Kareena Kapoor Khan,Family,Cinema & Actors/actresses,9900000.0,India,244100.0,304600.0,Lifestyle,MAPPED,instagram,december,2022
831,kaliuchis,,Music,,4099999.9999999995,United States,426600.0,736600.0,Music,MAPPED,instagram,december,2022
832,hasbulla.hushetskiy,Hasbulla Magomedov,Lifestyle,,5400000.0,Russia,365300.0,552900.0,Lifestyle,MAPPED,instagram,december,2022
833,jeremyrenner,Jeremy Renner,Shows,Cinema & Actors/actresses,18100000.0,United States,136600.0,163300.0,Entertainment,MAPPED,instagram,december,2022
834,yg_treasure_official,TREASURE (트레저),Music,,5900000.0,Indonesia,401700.0,512900.0,Music,MAPPED,instagram,december,2022
835,priyankaamohanofficial,Priyanka Mohan,Photography,Lifestyle,3900000.0,India,671200.0,770100.0,Lifestyle,MAPPED,instagram,december,2022
836,ms.sethii,Shilpa Sethi,Modeling,,7400000.0,United States,269900.0,407700.0,Beauty&Fashion,MAPPED,instagram,december,2022
837,anguscloud,Angus Cloud,Music,,7600000.0,United States,238400.0,393800.0,Music,MAPPED,instagram,december,2022
838,luzu,Luzu,Cinema & Actors/actresses,,5500000.0,Mexico,491300.0,543200.0,Entertainment,MAPPED,instagram,december,2022
839,artmodel.one,Юлечка💖Digital Art,,,8600000.0,India,268400.0,348500.0,,,instagram,december,2022
840,bypamella,BY PAMELLA ✨🧿,Shows,,9900000.0,Brazil,175700.0,300900.0,Entertainment,MAPPED,instagram,december,2022
841,laurenlondon,Lauren London,Cinema & Actors/actresses,Modeling,9900000.0,United States,176600.0,301300.0,Entertainment,MAPPED,instagram,december,2022
842,disney,Disney,Shows,,35700000.0,United States,66700.0,81800.0,Entertainment,MAPPED,instagram,december,2022
843,emmaroberts,Emma Roberts,Cinema & Actors/actresses,,18900000.0,United States,104800.0,154600.0,Entertainment,MAPPED,instagram,december,2022
844,mollymae,Molly-Mae Hague,Lifestyle,Fashion,6800000.0,United Kingdom,248300.0,432800.0,Lifestyle,MAPPED,instagram,december,2022
845,nicolegarcia,Nicole Gonzalez Garcia,Lifestyle,,6100000.0,Mexico,370900.0,485400.0,Lifestyle,MAPPED,instagram,december,2022
846,kentooyamazaki,山﨑賢人,Cinema & Actors/actresses,,5200000.0,Japan,492700.0,570500.0,Entertainment,MAPPED,instagram,december,2022
847,iamyanetgarcia,Yanet Garcia 🇲🇽,Cinema & Actors/actresses,Modeling,14900000.0,Mexico,152800.0,194600.0,Entertainment,MAPPED,instagram,december,2022
848,sashameneghel,SASHA,Cinema & Actors/actresses,Modeling,8100000.0,Brazil,183100.0,361700.0,Entertainment,MAPPED,instagram,december,2022
849,catherinemcbroom,Catherine Paiz,Family,,7200000.0,United States,238300.0,409400.0,Lifestyle,MAPPED,instagram,december,2022
850,jeromepolin,Jerome Polin Sijabat ジェローム,Education,Humor & Fun & Happiness,7300000.0,Indonesia,276100.0,404700.0,Knowledge&Info,MAPPED,instagram,december,2022
851,realhinakhan,Hina Khan,Cinema & Actors/actresses,,18800000.0,India,125400.0,154300.0,Entertainment,MAPPED,instagram,december,2022
852,navidmohammadzadeh,navid mohammadzadeh,Cinema & Actors/actresses,,8500000.0,Iran,245700.0,347300.0,Entertainment,MAPPED,instagram,december,2022
853,rampage_thedancer,RAMPAGE THE DANCER 🇨🇺,Water sports,Music,2200000.0,United States,1100000.0,1300000.0,Sports,MAPPED,instagram,december,2022
854,miamalkova,Mia Malkova,Cinema & Actors/actresses,,11300000.0,India,189700.0,257300.0,Entertainment,MAPPED,instagram,december,2022
855,spacex,SpaceX,Science,Machinery & Technologies,16399999.999999998,United States,144400.0,175900.0,Tech&Gaming,MAPPED,instagram,december,2022
856,bounouyassine_bono,Yassine Bounou “BONO”,Sports with a ball,,4500000.0,Morocco,451700.0,643100.0,Sports,MAPPED,instagram,december,2022
857,imfaithxo,Faith Lianne,,,5900000.0,United States,291100.0,491500.0,,,instagram,december,2022
858,sophiedee,Sophie Dee,Adult content,,12600000.0,United States,172800.0,229800.0,Other,MAPPED,instagram,december,2022
859,333cyj333,Ars 🎗,Music,,6700000.0,Thailand,362700.0,431600.0,Music,MAPPED,instagram,december,2022
860,ciara,Ciara,Music,Modeling,33200000.000000004,United States,63800.0,86800.0,Music,MAPPED,instagram,december,2022
861,alexis_officia1,Sanchez Alexis,Sports with a ball,,15100000.0,Chile,103100.0,190000.0,Sports,MAPPED,instagram,december,2022
862,bianca,BIANCA,Beauty,,18000000.0,Brazil,68000.0,159700.0,Beauty&Fashion,MAPPED,instagram,december,2022
863,nikkietutorials,NikkieTutorials,Beauty,,16800000.0,United States,124000.0,168500.0,Beauty&Fashion,MAPPED,instagram,december,2022
864,choi_seung_hyun_tttop,TOP,,,15100000.0,Indonesia,159700.0,189000.0,,,instagram,december,2022
865,nabilla,Nabilla Vergara ✨,Beauty,,8100000.0,France,262500.0,352800.0,Beauty&Fashion,MAPPED,instagram,december,2022
866,linatejeiro,Lina Tejeiro.,Cinema & Actors/actresses,,9900000.0,Colombia,239300.0,288200.0,Entertainment,MAPPED,instagram,december,2022
867,galatasaray,Galatasaray,Sports with a ball,,12000000.0,Turkey,205900.0,235000.0,Sports,MAPPED,instagram,december,2022
868,troyesivan,troye sivan,Art/Artists,Fashion,13800000.0,United States,142300.0,204100.0,Lifestyle,MAPPED,instagram,december,2022
869,voriaghafuri_official,Voria,,,3800000.0,Iran,506100.0,797200.0,,,instagram,december,2022
870,jamorant,12 🥷🏽🖤,Winter sports,Sports with a ball,8300000.000000001,United States,211700.0,342000.0,Sports,MAPPED,instagram,december,2022
871,esbilgic,Esra Bilgic,Cinema & Actors/actresses,,7200000.0,India,313300.0,398600.0,Entertainment,MAPPED,instagram,december,2022
872,_hakkencoser_,Hakken 八犬,Gaming,Photography,3900000.0,United States,604800.0,738700.0,Tech&Gaming,MAPPED,instagram,december,2022
873,hannahelzahed,Hannah El-Zahed,Cinema & Actors/actresses,,18400000.0,Egypt,122800.0,151800.0,Entertainment,MAPPED,instagram,december,2022
874,gabimartins,Gabriela Martins,Music,,12900000.0,Brazil,130699.99999999999,219900.0,Music,MAPPED,instagram,december,2022
875,percy,Percy Hynes White,Lifestyle,Cinema & Actors/actresses,3300000.0,United States,503300.0,839600.0,Lifestyle,MAPPED,instagram,december,2022
876,mcdavipaiva,PAIVA💎MAGNATA !,Lifestyle,Music,4700000.0,Brazil,226400.0,602100.0,Lifestyle,MAPPED,instagram,december,2022
877,maudyayunda,Maudy Ayunda,Music,,17900000.0,Indonesia,104500.0,154100.0,Music,MAPPED,instagram,december,2022
878,ferrari,Ferrari,Luxury,Cars & Motorbikes,23900000.0,United States,87500.0,114900.0,Beauty&Fashion,MAPPED,instagram,december,2022
879,skaijackson,S K A I,Lifestyle,,8100000.0,United States,195100.0,343400.0,Lifestyle,MAPPED,instagram,december,2022
880,huddy,Chase Hudson,Lifestyle,Art/Artists,11300000.0,United States,175900.0,242500.0,Lifestyle,MAPPED,instagram,december,2022
881,willevy,William  Levy / Actor Producer,Shows,Cinema & Actors/actresses,11100000.0,Brazil,186600.0,251900.0,Entertainment,MAPPED,instagram,december,2022
882,vanessamorgan,Vanessa Morgan,Music,Cinema & Actors/actresses,9200000.0,United States,211400.0,300700.0,Music,MAPPED,instagram,december,2022
883,jhayco,,Music,,5000000.0,Mexico,314600.0,551700.0,Music,MAPPED,instagram,december,2022
884,davidalaba,David Alaba,Sports with a ball,,11600000.0,Spain,156100.0,234500.0,Sports,MAPPED,instagram,december,2022
885,kawtarbamo,KAWTAR BA-MOHAMED كوثر بامو,Cinema & Actors/actresses,,8000000.0,Morocco,255000.0,345400.0,Entertainment,MAPPED,instagram,december,2022
886,celestebarber,Celeste Barber,Humor & Fun & Happiness,,9400000.0,United States,273900.0,293500.0,Entertainment,MAPPED,instagram,december,2022
887,ggonekim,,Lifestyle,,6000000.0,Indonesia,375500.0,461300.0,Lifestyle,MAPPED,instagram,december,2022
888,flamengo,Flamengo,Sports with a ball,,16100000.000000002,Brazil,81900.0,168300.0,Sports,MAPPED,instagram,december,2022
889,nimratkhairaofficial,NIMRAT KHAIRA,Music,,8199999.999999999,India,270500.0,335700.0,Music,MAPPED,instagram,december,2022
890,austinmcbroom,Austin McBroom,Lifestyle,,6400000.0,India,306000.0,430300.0,Lifestyle,MAPPED,instagram,december,2022
891,junhui_moon,JUN 文俊辉,Lifestyle,Music,3400000.0,Indonesia,661500.0,811400.0,Lifestyle,MAPPED,instagram,december,2022
892,rjkarishma,RJ Karishma,Humor & Fun & Happiness,Cinema & Actors/actresses,5400000.0,India,399400.0,509000.0,Entertainment,MAPPED,instagram,december,2022
893,willyrex,Willyrex,Shows,,8700000.0,Spain,253300.0,311900.0,Entertainment,MAPPED,instagram,december,2022
894,_agentgirl_,НАСТЯ ИВЛЕЕВА,Shows,,18200000.0,Russia,128199.99999999999,147000.0,Entertainment,MAPPED,instagram,december,2022
895,lacikaysomers,Laci Kay Somers,Music,Modeling,12200000.0,United States,131100.0,223800.0,Music,MAPPED,instagram,december,2022
896,tohi,𝐓𝐎𝐇𝐈,Lifestyle,Music,12200000.0,Iran,154200.0,223500.0,Lifestyle,MAPPED,instagram,december,2022
897,hasnaink07,Hasnain khan,Gaming,,13200000.0,India,162900.0,203100.0,Tech&Gaming,MAPPED,instagram,december,2022
898,morganasecco,Morgana Secco,Family,,4099999.9999999995,Brazil,394600.0,671900.0,Lifestyle,MAPPED,instagram,december,2022
899,haifa_hassony,هيفاء حسوني Haifa Hassony,Modeling,Fitness & Gym,15600000.0,Iraq,129400.0,172300.0,Beauty&Fashion,MAPPED,instagram,december,2022
900,ozuna,@ozutochi,Music,,22700000.0,Spain,87200.0,117300.0,Music,MAPPED,instagram,december,2022
901,moneybaggyo,Certified Speaker,Lifestyle,NFT,8500000.0,United States,134300.0,319700.0,Lifestyle,MAPPED,instagram,december,2022
902,allusnehareddy,Allu Sneha Reddy,Travel,,8700000.0,India,267400.0,310000.0,Lifestyle,MAPPED,instagram,december,2022
903,nikefootball,Nike Football (Soccer),Sports with a ball,Clothing & Outfits,45500000.0,Brazil,37800.0,58500.0,Sports,MAPPED,instagram,december,2022
904,michelleziu,Ｍｉｃｈｅｌｌｅ  Ｚｉｕｄｉｔｈ  ｗ,Cinema & Actors/actresses,Lifestyle,10500000.0,Indonesia,174000.0,253900.0,Entertainment,MAPPED,instagram,december,2022
905,tatawerneck,Tata Werneck,Cinema & Actors/actresses,Family,54600000.0,Brazil,31400.0,48700.0,Entertainment,MAPPED,instagram,december,2022
906,dylanminnette,Dylan Minnette,Music,Cinema & Actors/actresses,7200000.0,United States,229300.0,372800.0,Music,MAPPED,instagram,december,2022
907,g_eazy,G-Eazy,Music,Art/Artists,10000000.0,United States,176100.0,269000.0,Music,MAPPED,instagram,december,2022
908,mahnaz_afshar,Mahe Man,Cinema & Actors/actresses,Lifestyle,17100000.0,Iran,113800.0,157100.0,Entertainment,MAPPED,instagram,december,2022
909,keylornavas1,Keylor Navas Gamboa,Sports with a ball,,16700000.0,Spain,110900.0,160700.0,Sports,MAPPED,instagram,december,2022
910,voguemagazine,Vogue,Literature & Journalism,Fashion,41800000.0,United States,42000.0,63400.0,Knowledge&Info,MAPPED,instagram,december,2022
911,lexa,Lexa,Music,,18200000.0,Brazil,86300.0,145700.0,Music,MAPPED,instagram,december,2022
912,amybethmcnulty,Amybeth,Lifestyle,Cinema & Actors/actresses,7800000.0,Brazil,248500.0,341400.0,Lifestyle,MAPPED,instagram,december,2022
913,nicolebahls,Nicole Bahls,Modeling,,20900000.0,Brazil,71600.0,127600.0,Beauty&Fashion,MAPPED,instagram,december,2022
914,ibrahimyilmazofficial,İbrahim Yılmaz️,Humor & Fun & Happiness,,10300000.0,Turkey,190600.0,256899.99999999997,Entertainment,MAPPED,instagram,december,2022
915,esmuellert,Thomas Müller,Sports with a ball,,11900000.0,Germany,161400.0,221600.0,Sports,MAPPED,instagram,december,2022
916,snoopdogg,snoopdogg,Lifestyle,Music,78300000.0,United States,23800.0,34200.0,Lifestyle,MAPPED,instagram,december,2022
917,jennmuriel,Jenn muriel,Lifestyle,Modeling,6400000.0,Colombia,332400.0,414000.0,Lifestyle,MAPPED,instagram,december,2022
918,harshbeniwal,Harsh PUSPENDER Beniwal,Shows,Lifestyle,5700000.0,India,351700.0,458000.0,Entertainment,MAPPED,instagram,december,2022
919,brianmaps,Брайн Мапс (Макс Тарасенко),,,5800000.0,Russia,441700.0,455100.0,,,instagram,december,2022
920,sincerooficial,Sincero Oficial,Humor & Fun & Happiness,,21800000.0,Brazil,61600.0,119100.0,Entertainment,MAPPED,instagram,december,2022
921,jackgrealish,Jack Grealish,Sports with a ball,Winter sports,5700000.0,United Kingdom,295900.0,462600.0,Sports,MAPPED,instagram,december,2022
922,dkharbour,David Harbour,Cinema & Actors/actresses,,9900000.0,United States,202300.0,264800.0,Entertainment,MAPPED,instagram,december,2022
923,taylorlautner,Taylor Lautner,Shows,Cinema & Actors/actresses,8600000.0,Brazil,207900.0,303500.0,Entertainment,MAPPED,instagram,december,2022
924,sahilkhan,India’s Youth & Fitness IC⭕️N®,Fitness & Gym,,11100000.0,India,179300.0,232500.0,Sports,MAPPED,instagram,december,2022
925,alejoigoa,Alejo Igoa,Lifestyle,,6900000.0,Argentina,256000.0,380200.0,Lifestyle,MAPPED,instagram,december,2022
926,lulaoficial,Luiz Inácio Lula da Silva,Finance & Economics,Business & Careers,11700000.0,Brazil,129199.99999999999,226800.0,Knowledge&Info,MAPPED,instagram,december,2022
927,alissonbecker,Alisson Becker,Sports with a ball,,8400000.0,Brazil,209300.0,310500.0,Sports,MAPPED,instagram,december,2022
928,karolsevillaofc,KAROL SEVILLA,Cinema & Actors/actresses,,15600000.0,Brazil,131300.0,165800.0,Entertainment,MAPPED,instagram,december,2022
929,e_milygarcia,Emily Garcia,Cinema & Actors/actresses,,11600000.0,Brazil,135000.0,223400.0,Entertainment,MAPPED,instagram,december,2022
930,kajol,Kajol Devgan,Cinema & Actors/actresses,,13100000.0,India,158700.0,195900.0,Entertainment,MAPPED,instagram,december,2022
931,sashapieterse,Sasha Pieterse Sheaffer,Lifestyle,Cinema & Actors/actresses,16300000.0,Brazil,97900.0,156900.0,Lifestyle,MAPPED,instagram,december,2022
932,bumkeyk,SHINee KEY,Music,,9400000.0,Indonesia,229600.0,275200.0,Music,MAPPED,instagram,december,2022
933,soyneiva,Neiva Mara,Adult content,,11900000.0,Brazil,160700.0,215500.0,Other,MAPPED,instagram,december,2022
934,dearra,De'arra Taylor,,,6400000.0,United States,217800.0,405900.0,,,instagram,december,2022
935,emiliamernes,Emilia Mernes,Music,,6400000.0,Argentina,212600.0,400100.0,Music,MAPPED,instagram,december,2022
936,camilacoelho,CAMILA COELHO,Shows,,9900000.0,Brazil,122100.0,260399.99999999997,Entertainment,MAPPED,instagram,december,2022
937,jessnolimit,Jess No Limit,Shows,,7400000.0,Indonesia,291900.0,351400.0,Entertainment,MAPPED,instagram,december,2022
938,youngdae0302,김영대,Music,,4600000.0,Indonesia,425000.0,561000.0,Music,MAPPED,instagram,december,2022
939,raghavjuyal,Raghav Juyal,Travel,Lifestyle,11200000.0,India,189300.0,226100.0,Lifestyle,MAPPED,instagram,december,2022
940,noorstars,نور ستارز | Noor Stars,Shows,,13500000.0,Iraq,139700.0,186500.0,Entertainment,MAPPED,instagram,december,2022
941,urassayas,Urassaya Sperbund,Cinema & Actors/actresses,Modeling,12200000.0,Thailand,174300.0,206600.0,Entertainment,MAPPED,instagram,december,2022
942,phoebejtonkin,Phoebe Tonkin,Beauty,Cinema & Actors/actresses,8400000.0,United States,210900.0,301100.0,Beauty&Fashion,MAPPED,instagram,december,2022
943,riteishd,Riteish Deshmukh,Art/Artists,Cinema & Actors/actresses,18500000.0,India,116300.0,135900.0,Lifestyle,MAPPED,instagram,december,2022
944,sofiavergara,Sofia Vergara,Cinema & Actors/actresses,,27500000.0,United States,70300.0,91700.0,Entertainment,MAPPED,instagram,december,2022
945,pandorakaaki,𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢,Adult content,,9100000.0,United States,204600.0,281700.0,Other,MAPPED,instagram,december,2022
946,teslamotors,Tesla,Cars & Motorbikes,Machinery & Technologies,9600000.0,United States,178200.0,266200.0,Other,MAPPED,instagram,december,2022
947,madisonbaileybabe,Maddie Baby,Lifestyle,Cinema & Actors/actresses,6500000.0,United States,207400.0,388300.0,Lifestyle,MAPPED,instagram,december,2022
948,larray,larri,Lifestyle,Modeling,6600000.0,United States,262900.0,385400.0,Lifestyle,MAPPED,instagram,december,2022
949,jaybnow.hr,LIM JAE BEOM,Music,,7000000.0,United States,276600.0,363100.0,Music,MAPPED,instagram,december,2022
950,francety,Francia James,Adult content,,11500000.0,India,167300.0,219100.0,Other,MAPPED,instagram,december,2022
951,madisonbaileybabe,Maddie Baby,Lifestyle,Cinema & Actors/actresses,6500000.0,United States,207400.0,388300.0,Lifestyle,MAPPED,instagram,december,2022
952,larray,larri,Lifestyle,Modeling,6600000.0,United States,262900.0,385400.0,Lifestyle,MAPPED,instagram,december,2022
953,jaybnow.hr,LIM JAE BEOM,Music,,7000000.0,United States,276600.0,363100.0,Music,MAPPED,instagram,december,2022
954,francety,Francia James,Adult content,,11500000.0,India,167300.0,219100.0,Other,MAPPED,instagram,december,2022
955,floydmayweather,Floyd Mayweather,Fitness & Gym,,28500000.0,United States,49600.0,86800.0,Sports,MAPPED,instagram,december,2022
956,katherinelangford,KATHERINE LANGFORD,Cinema & Actors/actresses,,31800000.0,India,55000.0,78700.0,Entertainment,MAPPED,instagram,december,2022
957,francinyehlke,Franciny Ehlke,Beauty,,15500000.0,Brazil,72100.0,157900.0,Beauty&Fashion,MAPPED,instagram,december,2022
958,lynaritaa,Lyna Perez,Lifestyle,,9300000.0,United States,204300.0,269600.0,Lifestyle,MAPPED,instagram,december,2022
959,starwars,Star Wars,Cinema & Actors/actresses,,15900000.0,United States,120600.0,153600.0,Entertainment,MAPPED,instagram,december,2022
960,borodylia,Ксения Бородина,Shows,Family,19500000.0,Russia,101500.0,125300.0,Entertainment,MAPPED,instagram,december,2022
961,brunofernandes8,Bruno Fernandes,Lifestyle,Sports with a ball,7600000.0,United Kingdom,217100.0,325100.0,Lifestyle,MAPPED,instagram,december,2022
962,sarahhyland,Sarah Hyland,Cinema & Actors/actresses,Lifestyle,10200000.0,United States,190600.0,238500.0,Entertainment,MAPPED,instagram,december,2022
963,limitless,Jas Mathur,Business & Careers,Management & Marketing,10200000.0,Turkey,133800.0,237800.0,Knowledge&Info,MAPPED,instagram,december,2022
964,veradijkmans,Vera Dijkmans,Adult content,,5600000.0,United States,315100.0,442600.0,Other,MAPPED,instagram,december,2022
965,paraschhabra,Paras Chhabra,Shows,Humor & Fun & Happiness,6000000.0,India,355500.0,408700.0,Entertainment,MAPPED,instagram,december,2022
966,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,Literature & Journalism,Cinema & Actors/actresses,5000000.0,Iran,380200.0,497900.0,Knowledge&Info,MAPPED,instagram,december,2022
967,whrbtjd,조규성 (gue sung cho),Sports with a ball,,2900000.0,South Korea,718200.0,855800.0,Sports,MAPPED,instagram,december,2022
968,morganwallen,Morgan Wallen,Family,Lifestyle,4500000.0,United States,309900.0,550700.0,Lifestyle,MAPPED,instagram,december,2022
969,gadiiing,Gading Marten,Shows,,23300000.0,Indonesia,64099.99999999999,103300.0,Entertainment,MAPPED,instagram,december,2022
970,arashi_5_official,ARASHI,,,4400000.0,Japan,543400.0,566200.0,,,instagram,december,2022
971,sandrinna_11,Sandrinnaskornicki,Lifestyle,,10900000.0,Indonesia,172200.0,219500.0,Lifestyle,MAPPED,instagram,december,2022
972,chetri_sunil11,Sunil Chhetri,Sports with a ball,,3500000.0,India,535300.0,695600.0,Sports,MAPPED,instagram,december,2022
973,neeraj____chopra,Neeraj Chopra,Shows,Winter sports,6300000.0,India,294700.0,386300.0,Entertainment,MAPPED,instagram,december,2022
974,yuyacst,𝓨𝒖𝒚𝒂,Modeling,,17000000.0,Mexico,97300.0,140300.0,Beauty&Fashion,MAPPED,instagram,december,2022
975,lucasguimaraes,LUCAS GUIMARÃES🌻,Cinema & Actors/actresses,,9500000.0,Brazil,156100.0,257600.00000000003,Entertainment,MAPPED,instagram,december,2022
976,k_a_z_u_h_a__,KAZUHA of LE SSERAFIM,,,2800000.0,Indonesia,693000.0,862900.0,,,instagram,december,2022
977,watanabenaomi703,渡辺直美　Naomi watanabe,Cinema & Actors/actresses,Humor & Fun & Happiness,9900000.0,Japan,228800.0,243900.0,Entertainment,MAPPED,instagram,december,2022
978,officialslystallone,Sly Stallone,Art/Artists,Cinema & Actors/actresses,15600000.0,United States,121400.0,153400.0,Lifestyle,MAPPED,instagram,december,2022
979,lizbethrodriguezoficial,Lizbeth Rodriguez,Shows,Humor & Fun & Happiness,11400000.0,Mexico,170700.0,207500.0,Entertainment,MAPPED,instagram,december,2022
980,justsul,Just Sul,Humor & Fun & Happiness,,6200000.0,India,252400.0,384800.0,Entertainment,MAPPED,instagram,december,2022
981,aliciakeys,Alicia Keys,Music,,24800000.0,United States,72300.0,96800.0,Music,MAPPED,instagram,december,2022
982,rockstargames,Rockstar Games,Cars & Motorbikes,Gaming,24000000.0,United States,79800.0,98800.0,Other,MAPPED,instagram,december,2022
983,marcinho11,Marco Reus,Sports with a ball,,12800000.0,Germany,135000.0,184600.0,Sports,MAPPED,instagram,december,2022
984,casimiro,Casimiro Miguel,,,4099999.9999999995,Brazil,331900.0,580100.0,,,instagram,december,2022
985,scuderiaferrari,Scuderia Ferrari,Racing Sports,Cars & Motorbikes,10300000.0,Italy,168800.0,228400.0,Sports,MAPPED,instagram,december,2022
986,dacremontgomery,Dacre Montgomery,Cinema & Actors/actresses,,9200000.0,United States,194700.0,260300.0,Entertainment,MAPPED,instagram,december,2022
987,viavallen,Via Vallen,Music,,27800000.0,Indonesia,67900.0,84600.0,Music,MAPPED,instagram,december,2022
988,cemrebaysel,Cemre,Lifestyle,,3600000.0,Turkey,488100.0,656100.0,Lifestyle,MAPPED,instagram,december,2022
989,nickjonas,Nick Jonas,Music,Art/Artists,33500000.0,United States,49300.0,70100.0,Music,MAPPED,instagram,december,2022
990,sinavaliollah,Sina Valiollah,Shows,,8000000.0,Iran,237000.0,298700.0,Entertainment,MAPPED,instagram,december,2022
991,juliopfernandez,J U L I O   P E Ñ A   F. D E Z,Art/Artists,,3300000.0,Brazil,567300.0,720400.0,Lifestyle,MAPPED,instagram,december,2022
992,strangehuman,nova,Lifestyle,,4600000.0,United States,371800.0,515600.0,Lifestyle,MAPPED,instagram,december,2022
993,labels.hybe,HYBE LABELS Updates,Shows,Music,2300000.0,India,891100.0,1000000.0,Entertainment,MAPPED,instagram,december,2022
994,torylanez,FARGO’S CRAZY LIFE,Shows,Music,11900000.0,United States,85100.0,196000.0,Entertainment,MAPPED,instagram,december,2022
995,earthpix,🌎  EarthPix  🌎,Nature & landscapes,Photography,23300000.0,United States,77300.0,100200.0,Lifestyle,MAPPED,instagram,december,2022
996,thiago6,Thiago Alcantara,Sports with a ball,,10400000.0,United Kingdom,129900.0,222700.0,Sports,MAPPED,instagram,december,2022
997,soycintiacossio,Cintia Cossio,Modeling,Adult content,6000000.0,Colombia,313400.0,390600.0,Beauty&Fashion,MAPPED,instagram,december,2022
998,feat.dino,이찬,Lifestyle,,2700000.0,South Korea,716600.0,876400.0,Lifestyle,MAPPED,instagram,december,2022
999,djokernole,Novak Djokovic,Sports with a ball,,11800000.0,United States,158600.0,197500.0,Sports,MAPPED,instagram,december,2022
1000,ravindra.jadeja,Ravindrasinh jadeja,Lifestyle,Sports with a ball,4800000.0,India,388900.0,485100.0,Lifestyle,MAPPED,instagram,december,2022
